"Timestamp","Nombor Enumerator","Jantina","Umur","Bangsa","Negeri","Tahap Pendidikan","Adakah anda sedang menjalankan perniagaan?","Nama Syarikat Perniagaan","Jenis Pendaftaran Perniagaan","Bidang Perniagaan","Negeri","Anggaran Jualan Bulanan (Tahunan) Syarikat Semasa","Bahagian, Jabatan, dan Agensi di bawah KKDW pemberi manfaat (boleh lebih daripada 1 jawapan)","Jenis bantuan / kemudahan yang telah di terima  (boleh lebih daripada 1 jawapan)","Anggaran Jualan Bulanan (Tahunan) Syarikat Sebelum Menyertai Program Keusahawanan KKDW","Sejauh manakah anda bersetuju bahawa terdapat akses yang terhad kepada pembiayaan modal, infrastruktur, teknologi, peluang latihan, mentorship dan lain-lain?","Sejauh mana anda percaya bahawa terdapat jurang dalam pendidikan dan kemahiran di kalangan masyarakat kita seperti pembangunan kemahiran, dan keperluan pasaran dan industri?","Sejauh mana anda merasakan bahawa cabaran sosioekonomi seperti modal dan stigma masyarakat mempengaruhi peluang pembangunan peribadi?","Sejauh mana anda mengalami kesukaran dalam mendapatkan rangkaian (networking) yang mencukupi untuk perkembangan peribadi atau perniagaan anda?","Sejauh mana anda percaya bahawa masyarakat kita tidak mempunyai keupayaan bersaing dalam ekonomi global?","Sejauh mana anda menganggap bahawa halangan perundangan dan peraturan (regulasi) mempengaruhi perkembangan perniagaan atau aktiviti sosial?","Sejauh mana anda bersetuju bahawa kekurangan wira aspirasi (ikon / mentor / coach) merupakan cabaran utama dalam mencapai matlamat peribadi atau profesional?","Sejauh mana anda melihat kelestarian (sustainability) dan sistem sokongan komprehensif sebagai elemen penting dalam membangunkan komuniti usahawan?","Nyatakan isu-isu selain yang dinyatakan di atas (jika ada)","Sejauh manakah anda bersetuju bahawa program keusahawanan patut di uruskan dengan lebih sistematik merentasi agensi di bawah selian KKDW dan juga di kementerian lain, untuk mengelakkan sebarang bentuk duplikasi (program sama)?","Sejauh manakah anda percaya bahawa usaha penstrukturan semula patut di ambil terhadap fungsi dan peranan keusahawanan di setiap Bahagian, Jabatan, dan Agensi dalam KKDW?","Sejauh manakah anda bersetuju bahawa KKDW perlu menyediakan ruang serta sokongan kepada usahawan agar mampu bersaing dan maju dalam perniagaan?","Sejauh mana anda bersetuju bahawa KKDW patut memberikan penekanan kepada impak setiap program bagi memastikan hasil pelaburan (Return on Invesment) dikeluarkan kerajaan adalah setimpal.","Sila nyatakan pandangan dan cadangan anda bagi menambahbaik program keusahawanan di bawah KKDW."
"2023/11/23 2:20:41 pm GMT+8","PUTRA09","Lelaki","25 - 54 tahun","Melayu","Kedah","Ijazah Sarjana Muda","Ya","Zuls original Recipe ENTERPRISE ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kedah","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Promosi / pemasaran","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","4","5","4","4","3","3","5","","4","3","5","4","Memerlukan modal untuk produk "
"2023/11/23 2:20:52 pm GMT+8","PUTRA07","Lelaki","25 - 54 tahun","Melayu","Kedah","Diploma","Ya","Zuls original recipe ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kedah","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind + latihan)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","4","4","3","4","2","4","2","3","","3","3","3","3","Nam Gina banyak modal tuk pembuatan produk"
"2023/11/23 2:27:12 pm GMT+8","PUTRA07","Lelaki","15 - 24 tahun","Melayu","Pahang","Diploma","Ya","Nasm venture ","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Pahang","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind + latihan);Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","4","3","4","3","4","4","","4","3","4","4","Kurang Sambutan "
"2023/11/23 2:27:38 pm GMT+8","PUTRA09","Lelaki","15 - 24 tahun","Melayu","Pahang","Diploma","Ya","NASM VENTURE SDN BHD","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Pahang","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","4","3","4","4","5","3","5","","5","4","5","3","Kurang sambutan daripada pengunjung "
"2023/11/23 2:32:41 pm GMT+8","PUTRA07","Lelaki","25 - 54 tahun","Melayu","Negeri Sembilan","Diploma","Ya","D rest jams resources ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind + latihan);Promosi / pemasaran","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","4","4","4","4","3","4","4","","4","3","4","3","Kurang modal untuk pilihntemoat strategik"
"2023/11/23 2:32:45 pm GMT+8","PUTRA09","Lelaki","25 - 54 tahun","Melayu","Negeri Sembilan","Ijazah Sarjana Muda","Ya","D Rest Jams RESOURCES ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Gerai / warung desa;Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","4","4","5","1","5","4","4","","5","4","3","4","Pentempatan perniagaan yang lebih strategik "
"2023/11/23 2:35:44 pm GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Suci I ENTERPRISE ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Gerai / warung desa;Promosi / pemasaran;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","3","5","4","3","4","5","4","","5","5","3","3",""
"2023/11/23 2:36:18 pm GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Selangor","Diploma","Ya","Suci I","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","4","4","4","4","3","4","3","4","","3","4","3","4","Tiada "
"2023/11/23 2:42:43 pm GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Pulau Pinang","SPM","Ya","Az Advance ","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","MARA- Majlis Amanah Rakyat;PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan);Gerai / warung desa;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","4","4","4","4","4","4","","4","4","4","4",""
"2023/11/23 2:43:42 pm GMT+8","PUTRA08","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Diploma","Ya","Hanimaz Food Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","Kurang RM2,000 sebulan (RM24,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Selain di atas","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","5","5","5","5","5","5","Kurang pengetahuan dlm mendapatkn bantuan dri agensi2","5","5","5","5",""
"2023/11/23 2:46:11 pm GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","SPM","Ya","SURYANE SAIDIN","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat;AIM-Amanah Ikhtiar Malaysia;Tekun , kpdn , ikma ","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Latihan sahaja;Business matching","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/23 2:46:41 pm GMT+8","PUTRA10","Lelaki","25 - 54 tahun","Melayu","Pulau Pinang","Ijazah Sarjana Muda","Ya","Biz Interprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","3","3","5","3","4","4","","5","5","5","5",""
"2023/11/23 2:47:49 pm GMT+8","PUTRA08","Perempuan","55 - 64 tahun","Melayu","Negeri Sembilan","SPM","Ya","MCQDA Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","Kurang RM2,000 sebulan (RM24,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Selain di atas","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","4","3","3","3","3","3","Tiada","3","3","3","3","No comments"
"2023/11/23 2:51:39 pm GMT+8","PUTRA10","Lelaki","25 - 54 tahun","Melayu","Pulau Pinang","Diploma","Ya","Fm rich work enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Gerai / warung desa;Perniagaan online;Promosi / pemasaran;Packaging;Business matching","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","5","3","4","5","3","3","","5","5","5","4",""
"2023/11/23 2:54:04 pm GMT+8","PUTRA08","Perempuan","25 - 54 tahun","Melayu","Terengganu","Diploma","Ya","Hulwah frozen food","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Terengganu","Kurang RM2,000 sebulan (RM24,000 tahunan)","KETENGAH - Lembaga Kemajuan Terengganu Tengah","Geran bantuan;Pinjaman (modal pusingan, aset, alatan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","4","4","4","4","4","","4","4","4","4",""
"2023/11/23 2:55:08 pm GMT+8","PUTRA05","Perempuan","55 - 64 tahun","Melayu","Pulau Pinang","SPM","Ya","ANJUNG SEMILANG ENTERPRISE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","IKPN","Peralatan (in kind + latihan);Packaging","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","3","3","3","3","3","3","3","","3","3","3","3",""
"2023/11/23 2:58:18 pm GMT+8","PUTRA08","Lelaki","25 - 54 tahun","Melayu","Terengganu","SPM","Ya","Fadhizan store","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Terengganu","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","KETENGAH - Lembaga Kemajuan Terengganu Tengah","Peralatan (in kind);Latihan sahaja;Promosi / pemasaran;Business matching","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","5","5","5","5","4","4","4","4","","4","4","4","4",""
"2023/11/23 3:00:15 pm GMT+8","PUTRA06","Perempuan","25 - 54 tahun","Melayu","Pulau Pinang","Sarjana","Ya","INTAN SUKMA","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;PERDA - Lembaga Kemajuan Wilayah Pulau Pinang;AIM-Amanah Ikhtiar Malaysia;MARDI","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind + latihan);Latihan sahaja;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","5","5","4","3","5","4","5","","5","5","5","5",""
"2023/11/23 3:05:58 pm GMT+8","PUTRA08","Perempuan","25 - 54 tahun","Melayu","Terengganu","SPM","Ya","Azleenda jaya enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Terengganu","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KETENGAH - Lembaga Kemajuan Terengganu Tengah","Geran bantuan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","3","3","3","3","3","3","","5","4","5","5",""
"2023/11/23 3:06:16 pm GMT+8","PUTRA06","Lelaki","15 - 24 tahun","Melayu","Perak","Diploma","Ya","ANRAMIN INDUSTRY (M) SDN BHD","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Perak","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;PPPNP - Perbadanan Pembangunan Pertanian Negeri Perak","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind);Packaging;Business matching","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","5","5","3","3","3","3","3","3","","4","4","4","3",""
"2023/11/23 3:06:36 pm GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","AMS KAYA ENTERPRISE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","2","4","2","4","4","2","4","","4","4","4","4","Ruangkurang Selesa
Suasana yang panas"
"2023/11/23 3:06:48 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Ijazah Sarjana Muda","Tidak","","","","","","Tiada","Selain di atas","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","4","3","3","3","3","4","3","","3","3","4","4",""
"2023/11/23 3:13:53 pm GMT+8","PUTRA10","Perempuan","15 - 24 tahun","Melayu","Kedah","SPM","Ya","SN INDAH JAYA ENTERPRISE ","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Kedah","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Promosi / pemasaran;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","3","3","4","4","4","3","Tiada","4","4","4","4",""
"2023/11/23 3:13:58 pm GMT+8","PUTRA03","Lelaki","15 - 24 tahun","Melayu","Perak","SPM","Ya","Bukit Cermin Enterprise","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Perak","Kurang RM2,000 sebulan (RM24,000 tahunan)","Tiada","Selain di atas","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","3","4","4","4","4","3","","4","4","4","5",""
"2023/11/23 3:16:26 pm GMT+8","PUTRA02","Perempuan","15 - 24 tahun","Melayu","Johor","SPM","Ya","Paklah marketing ","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Johor","RM1.25juta hingga RM4.16juta sebulan (RM15juta hingga RM50juta tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan;KEJORA - Lembaga Kemajuan Johor Tenggara","Geran bantuan;Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","RM1.25juta hingga RM4.16juta sebulan (RM15juta hingga RM50juta tahunan)","4","3","3","3","3","3","3","3","","4","4","4","4",""
"2023/11/23 3:17:45 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Trigona Asli enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","Kurang RM2,000 sebulan (RM24,000 tahunan)","Tiada","Geran bantuan;Selain di atas","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","3","3","4","4","4","4","","4","4","4","5",""
"2023/11/23 3:18:12 pm GMT+8","PUTRA01","Lelaki","25 - 54 tahun","Orang Asli","Selangor","SPM","Ya","Fitrah Alam Rimba","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Sarawak","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","JAKOA - Jabatan Kemajuan Orang Asli","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","3","3","3","4","3","4","4","Keadaan khemah yang kecil dan tidak selesa","4","3","4","3","Khemah yang besar"
"2023/11/23 3:19:01 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Terengganu","Ijazah Sarjana Muda","Ya","Cendawan Dan kopi","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Terengganu","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","KETENGAH - Lembaga Kemajuan Terengganu Tengah","Selain di atas","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","4","4","4","2","5","4","4","","4","3","3","4",""
"2023/11/23 3:20:07 pm GMT+8","PUTRA10","Lelaki","25 - 54 tahun","Melayu","Johor","Ijazah Sarjana Muda","Ya","HAIFA RICH RESOURCES ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","KEJORA - Lembaga Kemajuan Johor Tenggara","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind + latihan);Gerai / warung desa;Promosi / pemasaran;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","4","3","2","2","3","4","","5","5","5","5",""
"2023/11/23 3:20:28 pm GMT+8","PUTRA06","Perempuan","25 - 54 tahun","Melayu","Johor","Sijil","Ya","BE CREATIVE SKILLS M SDN BHD","Syarikat Sendirian Berhad (Sdn Bhd)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","KEJORA - Lembaga Kemajuan Johor Tenggara","Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","3","4","4","3","3","4","3","","4","4","5","5",""
"2023/11/23 3:27:27 pm GMT+8","PUTRA08","Perempuan","25 - 54 tahun","Melayu","Johor","STPM","Ya","Cermai Qaseh Enterprise","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Johor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEJORA - Lembaga Kemajuan Johor Tenggara","Geran bantuan;Latihan sahaja;Promosi / pemasaran;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","5","5","4","1","4","3","4","","5","5","5","5","Tukar pengurusan desamall.kerana tidak membantu Produk kami seperti sasaran kkdw."
"2023/11/23 3:27:52 pm GMT+8","PUTRA01","Perempuan","25 - 54 tahun","Jakun","Pahang","Sekolah Rendah","Ya","Seneng Enterprise","Perkongsian (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","Agensi Lain","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","4","3","3","3","4","4","3","Khemah sempit and tak selesa","3","4","3","4","Jangan ada kelainan budaya dari segi budaya, dan rasa terasing apabila ditempatkan di bhg paling belakang"
"2023/11/23 3:28:57 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Diploma","Ya","Leny handmade jewellery","Milikan Tunggal (Enterprise)","Pelancongan - Pengusaha Chalet/Inap Desa, Agrotourism dll","Negeri Sembilan","Kurang RM2,000 sebulan (RM24,000 tahunan)","JAKOA - Jabatan Kemajuan Orang Asli","Peralatan (in kind)","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","4","4","3","4","4","","2","4","5","4","Pastikan booth semua bwat setempat. Tambah baik ads utk kud "
"2023/11/23 3:29:12 pm GMT+8","PUTRA02","Lelaki","25 - 54 tahun","Melayu","WP Putrajaya","SPM","Ya","SPORA VENTURE ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","WP Putrajaya","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","Tiada","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","2","2","2","2","2","2","Peluang bagi usahawan di bandar seperti putrajaya susah untuk di perolehi...","3","3","5","4","Libat kan juga usahawan bandar seperti saya yg di putrajaya utk peroleh manfaat seperti usahawa luar bandar...kerana usahawan bandar juga struggle utk survive...tkasih"
"2023/11/23 3:32:31 pm GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Kelantan","STPM","Ya","Sapurah razali trading","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;KESEDAR - Lembaga Kemajuan Kelantan Selatan;AIM-Amanah Ikhtiar Malaysia","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind);Peralatan (in kind + latihan);Perniagaan online;Packaging;Business matching","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","5","5","5","4","4","5","4","Tiada","4","4","5","4","Tiada"
